library,precision,n_threads,iteration,time,GFLOPS
mkl,f,52,5,1.835847,1089.415415
mkl,f,56,1,1.616042,1237.591284
mkl,f,56,2,1.625706,1230.234661
mkl,f,56,3,1.603871,1246.983325
mkl,f,56,4,1.616114,1237.536105
mkl,f,56,5,1.622160,1232.924066
mkl,f,60,1,1.796588,1113.221344
mkl,f,60,2,1.761434,1135.438219
mkl,f,60,3,1.763815,1133.906028
mkl,f,60,4,1.720036,1162.766306
mkl,f,60,5,1.782249,1122.177366
mkl,f,64,1,1.736571,1151.694910
mkl,f,64,2,1.734286,1153.212375
mkl,f,64,3,1.731744,1154.905204
mkl,f,64,4,1.758866,1137.096090
mkl,f,64,5,1.735035,1152.714481
mkl,f,68,1,1.905758,1049.451290
mkl,f,68,2,1.849660,1081.279700
mkl,f,68,3,1.850472,1080.805594
mkl,f,68,4,2.034351,983.114315
mkl,f,68,5,1.857786,1076.550374
mkl,f,72,1,1.780923,1123.013189
mkl,f,72,2,1.709412,1169.993245
mkl,f,72,3,1.766576,1132.133480
mkl,f,72,4,1.800158,1111.013619
mkl,f,72,5,1.744746,1146.298506
mkl,f,76,1,1.917652,1042.941914
mkl,f,76,2,1.918683,1042.381632
mkl,f,76,3,1.694551,1180.253928
mkl,f,76,4,1.765485,1132.833069
mkl,f,76,5,1.878108,1064.901375
mkl,f,80,1,1.844954,1084.037643
mkl,f,80,2,1.794450,1114.547530
mkl,f,80,3,1.856049,1077.557710
mkl,f,80,4,1.819091,1099.450452
mkl,f,80,5,1.868028,1070.647855
mkl,f,84,1,1.737237,1151.253508
mkl,f,84,2,1.870965,1068.966839
mkl,f,84,3,1.945849,1027.828919
mkl,f,84,4,1.960265,1020.270052
mkl,f,84,5,1.942404,1029.651808
mkl,f,88,1,1.997077,1001.463580
mkl,f,88,2,1.983662,1008.236046
mkl,f,88,3,1.968884,1015.803664
mkl,f,88,4,1.943507,1029.067650
mkl,f,88,5,1.986469,1006.811415
mkl,f,92,1,1.990480,1004.782760
mkl,f,92,2,1.980755,1009.715817
mkl,f,92,3,2.062485,969.703931
mkl,f,92,4,2.062752,969.578639
mkl,f,92,5,1.988313,1005.877605
mkl,f,96,1,2.016563,991.786539
mkl,f,96,2,2.022830,988.713678
mkl,f,96,3,2.041390,979.724478
mkl,f,96,4,1.998234,1000.883791
mkl,f,96,5,2.011960,994.055617
mkl,f,100,1,1.944732,1028.419455
mkl,f,100,2,1.929116,1036.744262
mkl,f,100,3,1.951729,1024.732629
mkl,f,100,4,1.755429,1139.322681
mkl,f,100,5,1.695031,1179.919563
mkl,f,104,1,1.859839,1075.361778
mkl,f,104,2,1.818518,1099.796512
mkl,f,104,3,1.816038,1101.298278
mkl,f,104,4,1.866066,1071.773197
mkl,f,104,5,2.035463,982.577544
mkl,f,108,1,1.914474,1044.673534
mkl,f,108,2,2.004829,997.591542
mkl,f,108,3,2.011543,994.261391
mkl,f,108,4,1.992462,1003.783458
mkl,f,108,5,1.995350,1002.330593
mkl,f,112,1,2.132647,937.801822
mkl,f,112,2,2.036780,981.942258
mkl,f,112,3,2.030808,984.829663
mkl,f,112,4,2.151939,929.394466
mkl,f,112,5,2.149336,930.520152
mkl,f,116,1,2.486197,804.441515
mkl,f,116,2,2.531656,789.996667
mkl,f,116,3,2.492736,802.331094
mkl,f,116,4,2.511307,796.398102
mkl,f,116,5,2.520601,793.461583
mkl,f,120,1,1.962589,1019.061849
mkl,f,120,2,2.011806,994.131681
mkl,f,120,3,1.972421,1013.982469
mkl,f,120,4,2.067487,967.358124
mkl,f,120,5,2.007688,996.170722
mkl,f,124,1,2.821978,708.722768
mkl,f,124,2,2.850920,701.527985
mkl,f,124,3,2.839051,704.460681
mkl,f,124,4,2.183446,915.983083
mkl,f,124,5,2.675997,747.385075
mkl,f,128,1,1.896471,1054.590585
mkl,f,128,2,2.008693,995.672487
mkl,f,128,3,2.124424,941.431708
mkl,f,128,4,2.087915,957.893372
mkl,f,128,5,2.066251,967.936484
mkl,d,1,1,mkl,d,1,2,mkl,d,1,3,mkl,d,1,4,mkl,d,1,5,mkl,d,2,1,45.432063,44.021773
mkl,d,2,2,45.278297,44.171272
mkl,d,2,3,43.395988,46.087210
mkl,d,2,4,50.204621,39.836970
mkl,d,2,5,50.063456,39.949300
mkl,d,4,1,11.501400,173.891870
mkl,d,4,2,11.524576,173.542176
mkl,d,4,3,11.452186,174.639153
mkl,d,4,4,11.538819,173.327968
mkl,d,4,5,11.514167,173.699059
mkl,d,8,1,5.923176,337.656667
mkl,d,8,2,5.938342,336.794355
mkl,d,8,3,5.930699,337.228365
mkl,d,8,4,5.923253,337.652282
mkl,d,8,5,5.891167,339.491293
mkl,d,12,1,4.382356,456.375542
mkl,d,12,2,4.364671,458.224700
mkl,d,12,3,4.387033,455.889022
mkl,d,12,4,4.342182,460.597968
mkl,d,12,5,4.365078,458.181974
mkl,d,16,1,3.943043,507.222435
mkl,d,16,2,3.986830,501.651740
mkl,d,16,3,3.965641,504.332068
mkl,d,16,4,3.974381,503.223031
mkl,d,16,5,3.967170,504.137669
mkl,d,20,1,3.559935,561.808018
mkl,d,20,2,3.652953,547.502247
mkl,d,20,3,3.621171,552.307594
mkl,d,20,4,3.667662,545.306465
mkl,d,20,5,3.668951,545.114924
mkl,d,24,1,3.871099,516.649132
mkl,d,24,2,3.492413,572.669889
mkl,d,24,3,3.486678,573.611947
mkl,d,24,4,3.405934,587.210357
mkl,d,24,5,3.430836,582.948284
mkl,d,28,1,3.321634,602.113295
mkl,d,28,2,3.303281,605.458674
mkl,d,28,3,3.335336,599.639817
mkl,d,28,4,3.336291,599.468073
mkl,d,28,5,3.340993,598.624480
mkl,d,32,1,3.206497,623.733616
mkl,d,32,2,3.200754,624.852782
mkl,d,32,3,3.189633,627.031420
mkl,d,32,4,3.211511,622.759810
mkl,d,32,5,3.207372,623.563443
mkl,d,36,1,3.202859,624.442157
mkl,d,36,2,3.231358,618.934814
mkl,d,36,3,3.079467,649.462935
mkl,d,36,4,3.005465,665.454489
mkl,d,36,5,2.928393,682.968423
mkl,d,40,1,3.158138,633.284592
mkl,d,40,2,3.179649,629.000263
mkl,d,40,3,3.191777,626.610221
mkl,d,40,4,3.165987,631.714593
mkl,d,40,5,3.197157,625.555777
mkl,d,44,1,3.131600,638.651123
mkl,d,44,2,3.142154,636.506113
mkl,d,44,3,3.160000,632.911318
mkl,d,44,4,3.114624,642.132088
mkl,d,44,5,3.198114,625.368664
mkl,d,48,1,3.107414,643.621967
mkl,d,48,2,3.106479,643.815640
mkl,d,48,3,3.061110,653.357766
mkl,d,48,4,3.081994,648.930524
mkl,d,48,5,3.059964,653.602408
mkl,d,52,1,3.157110,633.490712
mkl,d,52,2,2.996047,667.546170
mkl,d,52,3,2.988084,669.325153
mkl,d,52,4,2.956578,676.457729
mkl,d,52,5,2.907559,687.862154
mkl,d,56,1,3.277785,610.168080
mkl,d,56,2,3.213018,622.467679
mkl,d,56,3,3.320281,602.358668
mkl,d,56,4,3.258319,613.813388
mkl,d,56,5,2.889450,692.173155
mkl,d,60,1,3.260582,613.387443
mkl,d,60,2,3.203558,624.305907
mkl,d,60,3,3.186160,627.714881
mkl,d,60,4,2.986089,669.772386
mkl,d,60,5,3.245642,616.210934
mkl,d,64,1,3.138597,637.227489
mkl,d,64,2,3.155608,633.792243
mkl,d,64,3,3.117214,641.598525
mkl,d,64,4,3.137016,637.548593
mkl,d,64,5,3.111125,642.854266
mkl,d,68,1,3.282411,609.308183
