library,precision,k,policy,iteration,time,GFLOPS
mkl,f,19000,spread,2,8.803835,1558.184521
mkl,f,19000,spread,3,9.905094,1384.943897
mkl,f,19000,spread,4,9.051250,1515.591752
mkl,f,19000,spread,5,8.981624,1527.340797
mkl,f,20000,false,1,8.555874,1870.060364
mkl,f,20000,false,2,8.643146,1851.177907
mkl,f,20000,false,3,8.704069,1838.220767
mkl,f,20000,false,4,8.659791,1847.619740
mkl,f,20000,false,5,8.139122,1965.814107
mkl,f,20000,close,1,8.592084,1862.179140
mkl,f,20000,close,2,8.302824,1927.055173
mkl,f,20000,close,3,8.282005,1931.899444
mkl,f,20000,close,4,7.654307,2090.326425
mkl,f,20000,close,5,7.699839,2077.965555
mkl,f,20000,spread,1,8.940566,1789.595780
mkl,f,20000,spread,2,8.167168,1959.063428
mkl,f,20000,spread,3,7.676782,2084.206758
mkl,f,20000,spread,4,8.335071,1919.599828
mkl,f,20000,spread,5,8.887048,1800.372772
mkl,d,2000,false,1,0.046486,344.189012
mkl,d,2000,false,2,0.047228,338.783664
mkl,d,2000,false,3,0.048019,333.199304
mkl,d,2000,false,4,0.045504,351.616830
mkl,d,2000,false,5,0.043949,364.056120
mkl,d,2000,close,1,0.035544,450.149109
mkl,d,2000,close,2,0.036343,440.249709
mkl,d,2000,close,3,0.036065,443.638034
mkl,d,2000,close,4,0.035468,451.115376
mkl,d,2000,close,5,0.036467,438.754361
mkl,d,2000,spread,1,0.035982,444.666135
mkl,d,2000,spread,2,0.035663,448.646354
mkl,d,2000,spread,3,0.036318,440.554689
mkl,d,2000,spread,4,0.035438,451.493512
mkl,d,2000,spread,5,0.035935,445.253049
mkl,d,3000,false,1,0.098893,546.047106
mkl,d,3000,false,2,0.102265,528.038414
mkl,d,3000,false,3,0.114364,472.177930
mkl,d,3000,false,4,0.108208,499.039501
mkl,d,3000,false,5,0.145253,371.766133
mkl,d,3000,close,1,0.073989,729.834560
mkl,d,3000,close,2,0.079329,680.713355
mkl,d,3000,close,3,0.075952,710.974501
mkl,d,3000,close,4,0.073197,737.730708
mkl,d,3000,close,5,0.072964,740.092982
mkl,d,3000,spread,1,0.074128,728.466215
mkl,d,3000,spread,2,0.076227,708.414709
mkl,d,3000,spread,3,0.075516,715.077871
mkl,d,3000,spread,4,0.075783,712.557630
mkl,d,3000,spread,5,0.076909,702.130434
mkl,d,4000,false,1,0.257093,497.874289
mkl,d,4000,false,2,0.242389,528.075689
mkl,d,4000,false,3,0.242630,527.552945
mkl,d,4000,false,4,0.236845,540.437465
mkl,d,4000,false,5,0.245532,521.316892
mkl,d,4000,close,1,0.192296,665.640994
mkl,d,4000,close,2,0.188728,678.224484
mkl,d,4000,close,3,0.196815,650.356098
mkl,d,4000,close,4,0.190159,673.119559
mkl,d,4000,close,5,0.199173,642.657927
mkl,d,4000,spread,1,0.191283,669.164686
mkl,d,4000,spread,2,0.207904,615.667331
mkl,d,4000,spread,3,0.198056,646.280881
mkl,d,4000,spread,4,0.193483,661.557923
mkl,d,4000,spread,5,0.193546,661.340704
mkl,d,5000,false,1,0.450337,555.139877
mkl,d,5000,false,2,0.452207,552.844301
mkl,d,5000,false,3,0.472210,529.425574
mkl,d,5000,false,4,0.475954,525.260623
mkl,d,5000,false,5,0.477517,523.541770
mkl,d,5000,close,1,0.414951,602.480120
mkl,d,5000,close,2,0.427124,585.310203
mkl,d,5000,close,3,0.421363,593.313227
mkl,d,5000,close,4,0.420875,594.001293
mkl,d,5000,close,5,0.422194,592.144713
mkl,d,5000,spread,1,0.421923,592.524653
mkl,d,5000,spread,2,0.422625,591.541003
mkl,d,5000,spread,3,0.418505,597.364844
mkl,d,5000,spread,4,0.422164,592.187435
mkl,d,5000,spread,5,0.418445,597.449862
mkl,d,6000,false,1,0.782842,551.835610
mkl,d,6000,false,2,0.759585,568.731805
mkl,d,6000,false,3,0.774629,557.686605
mkl,d,6000,false,4,0.761508,567.295219
mkl,d,6000,false,5,0.765882,564.055235
mkl,d,6000,close,1,0.757831,570.047651
mkl,d,6000,close,2,0.759759,568.601120
mkl,d,6000,close,3,0.755997,571.430576
mkl,d,6000,close,4,0.758357,569.652835
mkl,d,6000,close,5,0.761396,567.378534
mkl,d,6000,spread,1,0.766428,563.653571
mkl,d,6000,spread,2,0.761125,567.580797
mkl,d,6000,spread,3,0.753807,573.090625
mkl,d,6000,spread,4,0.754856,572.294602
mkl,d,6000,spread,5,0.755163,572.062089
mkl,d,7000,false,1,1.235697,555.152463
mkl,d,7000,false,2,1.222275,561.248298
mkl,d,7000,false,3,1.223522,560.676265
mkl,d,7000,false,4,1.206129,568.761631
mkl,d,7000,false,5,1.217697,563.358417
mkl,d,7000,close,1,1.240090,553.185624
mkl,d,7000,close,2,1.240628,552.945690
mkl,d,7000,close,3,1.229512,557.944724
mkl,d,7000,close,4,1.224551,560.205198
mkl,d,7000,close,5,1.229440,557.977483
mkl,d,7000,spread,1,1.229287,558.046988
mkl,d,7000,spread,2,1.227836,558.706521
mkl,d,7000,spread,3,1.231992,556.821698
mkl,d,7000,spread,4,1.226417,559.353033
mkl,d,7000,spread,5,1.227259,558.969192
mkl,d,8000,false,1,1.741033,588.156405
mkl,d,8000,false,2,1.743775,587.231786
mkl,d,8000,false,3,1.757201,582.745090
mkl,d,8000,false,4,1.740934,588.190079
mkl,d,8000,false,5,1.742162,587.775498
mkl,d,8000,close,1,1.789319,572.284838
mkl,d,8000,close,2,1.792012,571.424708
mkl,d,8000,close,3,1.793035,571.098656
mkl,d,8000,close,4,1.797535,569.669123
mkl,d,8000,close,5,1.785858,573.393863
