library,precision,n_threads,iteration,time,GFLOPS
mkl,d,192,2,3.027229,660.670265
mkl,d,192,3,3.343111,598.245091
mkl,d,192,4,3.504075,570.763965
mkl,d,192,5,3.286554,608.540207
mkl,d,200,1,3.364008,594.528914
mkl,d,200,2,3.458994,578.202809
mkl,d,200,3,3.027543,660.601690
mkl,d,200,4,3.446709,580.263591
mkl,d,200,5,3.022342,661.738563
mkl,d,208,1,3.312897,603.701143
mkl,d,208,2,3.035572,658.854330
mkl,d,208,3,3.427112,583.581699
mkl,d,208,4,2.773564,721.093892
mkl,d,208,5,3.336347,599.457995
mkl,d,216,1,3.317521,602.859824
mkl,d,216,2,3.407753,586.896966
mkl,d,216,3,2.685651,744.698492
mkl,d,216,4,2.712419,737.349313
mkl,d,216,5,3.152949,634.326733
mkl,d,224,1,3.043522,657.133469
mkl,d,224,2,3.162631,632.384958
mkl,d,224,3,3.325276,601.453842
mkl,d,224,4,3.379792,591.752387
mkl,d,224,5,2.592546,771.442425
mkl,d,232,1,3.314623,603.386921
mkl,d,232,2,3.241303,617.035818
mkl,d,232,3,2.712808,737.243602
mkl,d,232,4,3.407156,586.999838
mkl,d,232,5,3.243294,616.657018
mkl,d,240,1,3.138730,637.200436
mkl,d,240,2,2.911877,686.842287
mkl,d,240,3,3.049641,655.814915
mkl,d,240,4,3.278779,609.983245
mkl,d,240,5,3.450597,579.609870
mkl,d,248,1,3.391642,589.684892
mkl,d,248,2,3.304452,605.244103
mkl,d,248,3,2.711661,737.555417
mkl,d,248,4,2.995143,667.747728
mkl,d,248,5,3.126856,639.620077
mkl,d,256,1,3.364875,594.375756
mkl,d,256,2,3.367689,593.878994
mkl,d,256,3,3.043252,657.191748
mkl,d,256,4,3.043187,657.205651
mkl,d,256,5,3.294123,607.141870
